"Codice comune";"Comune";"Età";"Totale maschi";"Totale femmine";"Totale"
"038001";"Argenta";0;59;60;119
"038001";"Argenta";1;46;62;108
"038001";"Argenta";2;57;59;116
"038001";"Argenta";3;59;63;122
"038001";"Argenta";4;68;67;135
"038001";"Argenta";5;72;66;138
"038001";"Argenta";6;85;70;155
"038001";"Argenta";7;82;55;137
"038001";"Argenta";8;71;85;156
"038001";"Argenta";9;73;94;167
"038001";"Argenta";10;91;72;163
"038001";"Argenta";11;93;82;175
"038001";"Argenta";12;98;88;186
"038001";"Argenta";13;85;101;186
"038001";"Argenta";14;101;105;206
"038001";"Argenta";15;90;93;183
"038001";"Argenta";16;91;76;167
"038001";"Argenta";17;94;97;191
"038001";"Argenta";18;99;88;187
"038001";"Argenta";19;102;76;178
"038001";"Argenta";20;104;94;198
"038001";"Argenta";21;97;80;177
"038001";"Argenta";22;99;94;193
"038001";"Argenta";23;86;96;182
"038001";"Argenta";24;99;101;200
"038001";"Argenta";25;103;75;178
"038001";"Argenta";26;112;86;198
"038001";"Argenta";27;120;82;202
"038001";"Argenta";28;117;88;205
"038001";"Argenta";29;125;94;219
"038001";"Argenta";30;110;88;198
"038001";"Argenta";31;111;95;206
"038001";"Argenta";32;97;92;189
"038001";"Argenta";33;118;90;208
"038001";"Argenta";34;104;102;206
"038001";"Argenta";35;100;102;202
"038001";"Argenta";36;119;100;219
"038001";"Argenta";37;124;111;235
"038001";"Argenta";38;102;124;226
"038001";"Argenta";39;108;86;194
"038001";"Argenta";40;114;102;216
"038001";"Argenta";41;130;110;240
"038001";"Argenta";42;139;130;269
"038001";"Argenta";43;133;114;247
"038001";"Argenta";44;132;133;265
"038001";"Argenta";45;132;122;254
"038001";"Argenta";46;153;145;298
"038001";"Argenta";47;147;139;286
"038001";"Argenta";48;154;147;301
"038001";"Argenta";49;172;160;332
"038001";"Argenta";50;158;145;303
"038001";"Argenta";51;183;158;341
"038001";"Argenta";52;184;161;345
"038001";"Argenta";53;173;179;352
"038001";"Argenta";54;186;172;358
"038001";"Argenta";55;174;165;339
"038001";"Argenta";56;164;170;334
"038001";"Argenta";57;195;196;391
"038001";"Argenta";58;147;149;296
"038001";"Argenta";59;191;182;373
"038001";"Argenta";60;183;163;346
"038001";"Argenta";61;169;171;340
"038001";"Argenta";62;163;191;354
"038001";"Argenta";63;168;164;332
"038001";"Argenta";64;165;180;345
"038001";"Argenta";65;163;169;332
"038001";"Argenta";66;150;165;315
"038001";"Argenta";67;139;143;282
"038001";"Argenta";68;160;139;299
"038001";"Argenta";69;155;149;304
"038001";"Argenta";70;122;135;257
"038001";"Argenta";71;136;160;296
"038001";"Argenta";72;116;155;271
"038001";"Argenta";73;110;131;241
"038001";"Argenta";74;117;125;242
"038001";"Argenta";75;124;144;268
"038001";"Argenta";76;123;126;249
"038001";"Argenta";77;126;152;278
"038001";"Argenta";78;125;141;266
"038001";"Argenta";79;122;143;265
"038001";"Argenta";80;69;91;160
"038001";"Argenta";81;82;113;195
"038001";"Argenta";82;94;98;192
"038001";"Argenta";83;55;99;154
"038001";"Argenta";84;59;96;155
"038001";"Argenta";85;78;113;191
"038001";"Argenta";86;69;109;178
"038001";"Argenta";87;50;107;157
"038001";"Argenta";88;44;79;123
"038001";"Argenta";89;32;72;104
"038001";"Argenta";90;34;62;96
"038001";"Argenta";91;36;52;88
"038001";"Argenta";92;26;45;71
"038001";"Argenta";93;24;43;67
"038001";"Argenta";94;10;19;29
"038001";"Argenta";95;11;23;34
"038001";"Argenta";96;7;16;23
"038001";"Argenta";97;2;17;19
"038001";"Argenta";98;3;3;6
"038001";"Argenta";99;1;8;9
"038001";"Argenta";100;4;8;12
"038001";"Argenta";999;10558;10737;21295
"038003";"Bondeno";0;45;23;68
"038003";"Bondeno";1;42;49;91
"038003";"Bondeno";2;49;33;82
"038003";"Bondeno";3;44;48;92
"038003";"Bondeno";4;45;47;92
"038003";"Bondeno";5;38;30;68
"038003";"Bondeno";6;51;43;94
"038003";"Bondeno";7;50;40;90
"038003";"Bondeno";8;56;49;105
"038003";"Bondeno";9;63;55;118
"038003";"Bondeno";10;49;44;93
"038003";"Bondeno";11;64;62;126
"038003";"Bondeno";12;68;49;117
"038003";"Bondeno";13;54;76;130
"038003";"Bondeno";14;51;56;107
"038003";"Bondeno";15;81;72;153
"038003";"Bondeno";16;58;80;138
"038003";"Bondeno";17;55;63;118
"038003";"Bondeno";18;78;65;143
"038003";"Bondeno";19;62;52;114
"038003";"Bondeno";20;62;67;129
"038003";"Bondeno";21;63;72;135
"038003";"Bondeno";22;64;63;127
"038003";"Bondeno";23;66;59;125
"038003";"Bondeno";24;69;51;120
"038003";"Bondeno";25;64;63;127
"038003";"Bondeno";26;73;59;132
"038003";"Bondeno";27;76;57;133
"038003";"Bondeno";28;91;73;164
"038003";"Bondeno";29;76;71;147
"038003";"Bondeno";30;81;46;127
"038003";"Bondeno";31;71;50;121
"038003";"Bondeno";32;70;54;124
"038003";"Bondeno";33;79;46;125
"038003";"Bondeno";34;65;57;122
"038003";"Bondeno";35;65;65;130
"038003";"Bondeno";36;71;59;130
"038003";"Bondeno";37;69;74;143
"038003";"Bondeno";38;80;70;150
"038003";"Bondeno";39;82;78;160
"038003";"Bondeno";40;93;70;163
"038003";"Bondeno";41;80;60;140
"038003";"Bondeno";42;89;95;184
"038003";"Bondeno";43;89;65;154
"038003";"Bondeno";44;73;69;142
"038003";"Bondeno";45;75;77;152
"038003";"Bondeno";46;106;96;202
"038003";"Bondeno";47;96;82;178
"038003";"Bondeno";48;105;99;204
"038003";"Bondeno";49;116;90;206
"038003";"Bondeno";50;101;100;201
"038003";"Bondeno";51;112;124;236
"038003";"Bondeno";52;114;116;230
"038003";"Bondeno";53;118;123;241
"038003";"Bondeno";54;135;103;238
"038003";"Bondeno";55;134;107;241
"038003";"Bondeno";56;134;122;256
"038003";"Bondeno";57;115;118;233
"038003";"Bondeno";58;124;117;241
"038003";"Bondeno";59;145;114;259
"038003";"Bondeno";60;126;122;248
"038003";"Bondeno";61;111;122;233
"038003";"Bondeno";62;110;90;200
"038003";"Bondeno";63;123;111;234
"038003";"Bondeno";64;107;110;217
"038003";"Bondeno";65;102;101;203
"038003";"Bondeno";66;98;128;226
"038003";"Bondeno";67;103;98;201
"038003";"Bondeno";68;114;103;217
"038003";"Bondeno";69;99;111;210
"038003";"Bondeno";70;88;107;195
"038003";"Bondeno";71;77;93;170
"038003";"Bondeno";72;97;84;181
"038003";"Bondeno";73;90;81;171
"038003";"Bondeno";74;92;87;179
"038003";"Bondeno";75;84;95;179
"038003";"Bondeno";76;74;79;153
"038003";"Bondeno";77;70;105;175
"038003";"Bondeno";78;79;88;167
"038003";"Bondeno";79;73;102;175
"038003";"Bondeno";80;45;76;121
"038003";"Bondeno";81;49;66;115
"038003";"Bondeno";82;43;76;119
"038003";"Bondeno";83;55;67;122
"038003";"Bondeno";84;28;65;93
"038003";"Bondeno";85;52;68;120
"038003";"Bondeno";86;40;58;98
"038003";"Bondeno";87;37;55;92
"038003";"Bondeno";88;25;52;77
"038003";"Bondeno";89;21;52;73
"038003";"Bondeno";90;17;47;64
"038003";"Bondeno";91;18;38;56
"038003";"Bondeno";92;16;28;44
"038003";"Bondeno";93;7;25;32
"038003";"Bondeno";94;7;22;29
"038003";"Bondeno";95;3;15;18
"038003";"Bondeno";96;6;15;21
"038003";"Bondeno";97;5;11;16
"038003";"Bondeno";98;1;6;7
"038003";"Bondeno";99;2;2;4
"038003";"Bondeno";100;2;11;13
"038003";"Bondeno";999;7090;7089;14179
"038004";"Cento";0;118;102;220
"038004";"Cento";1;115;124;239
"038004";"Cento";2;122;112;234
"038004";"Cento";3;120;111;231
"038004";"Cento";4;144;133;277
"038004";"Cento";5;111;125;236
"038004";"Cento";6;165;145;310
"038004";"Cento";7;154;148;302
"038004";"Cento";8;154;155;309
"038004";"Cento";9;170;164;334
"038004";"Cento";10;172;137;309
"038004";"Cento";11;175;160;335
"038004";"Cento";12;177;179;356
"038004";"Cento";13;195;169;364
"038004";"Cento";14;187;179;366
"038004";"Cento";15;197;205;402
"038004";"Cento";16;203;185;388
"038004";"Cento";17;216;192;408
"038004";"Cento";18;202;187;389
"038004";"Cento";19;193;204;397
"038004";"Cento";20;186;173;359
"038004";"Cento";21;186;176;362
"038004";"Cento";22;183;188;371
"038004";"Cento";23;196;145;341
"038004";"Cento";24;196;206;402
"038004";"Cento";25;179;143;322
"038004";"Cento";26;191;154;345
"038004";"Cento";27;206;157;363
"038004";"Cento";28;212;165;377
"038004";"Cento";29;192;196;388
"038004";"Cento";30;184;201;385
"038004";"Cento";31;184;190;374
"038004";"Cento";32;191;185;376
"038004";"Cento";33;203;193;396
"038004";"Cento";34;205;188;393
"038004";"Cento";35;211;196;407
"038004";"Cento";36;216;214;430
"038004";"Cento";37;192;206;398
"038004";"Cento";38;214;179;393
"038004";"Cento";39;170;199;369
"038004";"Cento";40;182;215;397
"038004";"Cento";41;214;205;419
"038004";"Cento";42;211;212;423
"038004";"Cento";43;221;198;419
"038004";"Cento";44;231;223;454
"038004";"Cento";45;236;232;468
"038004";"Cento";46;255;254;509
"038004";"Cento";47;251;254;505
"038004";"Cento";48;286;274;560
"038004";"Cento";49;284;286;570
"038004";"Cento";50;278;305;583
"038004";"Cento";51;314;304;618
"038004";"Cento";52;356;304;660
"038004";"Cento";53;332;292;624
"038004";"Cento";54;296;309;605
"038004";"Cento";55;305;294;599
"038004";"Cento";56;305;322;627
"038004";"Cento";57;312;303;615
"038004";"Cento";58;271;287;558
"038004";"Cento";59;297;255;552
"038004";"Cento";60;292;258;550
"038004";"Cento";61;280;260;540
"038004";"Cento";62;268;258;526
"038004";"Cento";63;243;267;510
"038004";"Cento";64;217;261;478
"038004";"Cento";65;243;221;464
"038004";"Cento";66;231;232;463
"038004";"Cento";67;194;190;384
"038004";"Cento";68;208;246;454
"038004";"Cento";69;209;231;440
"038004";"Cento";70;200;176;376
"038004";"Cento";71;186;216;402
"038004";"Cento";72;173;194;367
"038004";"Cento";73;155;203;358
"038004";"Cento";74;158;182;340
"038004";"Cento";75;141;191;332
"038004";"Cento";76;147;188;335
"038004";"Cento";77;177;196;373
"038004";"Cento";78;192;198;390
"038004";"Cento";79;163;222;385
"038004";"Cento";80;107;127;234
"038004";"Cento";81;121;122;243
"038004";"Cento";82;125;142;267
"038004";"Cento";83;98;146;244
"038004";"Cento";84;106;120;226
"038004";"Cento";85;80;125;205
"038004";"Cento";86;93;131;224
"038004";"Cento";87;79;120;199
"038004";"Cento";88;67;105;172
"038004";"Cento";89;47;75;122
"038004";"Cento";90;39;67;106
"038004";"Cento";91;38;49;87
"038004";"Cento";92;30;43;73
"038004";"Cento";93;17;50;67
"038004";"Cento";94;15;39;54
"038004";"Cento";95;12;25;37
"038004";"Cento";96;10;21;31
"038004";"Cento";97;2;21;23
"038004";"Cento";98;2;10;12
"038004";"Cento";99;0;4;4
"038004";"Cento";100;5;12;17
"038004";"Cento";999;17794;18042;35836
"038005";"Codigoro";0;18;21;39
"038005";"Codigoro";1;29;23;52
"038005";"Codigoro";2;24;23;47
"038005";"Codigoro";3;30;26;56
"038005";"Codigoro";4;27;22;49
"038005";"Codigoro";5;31;30;61
"038005";"Codigoro";6;30;27;57
"038005";"Codigoro";7;27;33;60
"038005";"Codigoro";8;34;28;62
"038005";"Codigoro";9;16;36;52
"038005";"Codigoro";10;34;42;76
"038005";"Codigoro";11;41;38;79
"038005";"Codigoro";12;39;30;69
"038005";"Codigoro";13;42;49;91
"038005";"Codigoro";14;39;30;69
"038005";"Codigoro";15;27;47;74
"038005";"Codigoro";16;26;39;65
"038005";"Codigoro";17;57;39;96
"038005";"Codigoro";18;36;42;78
"038005";"Codigoro";19;43;28;71
"038005";"Codigoro";20;50;44;94
"038005";"Codigoro";21;48;35;83
"038005";"Codigoro";22;44;27;71
"038005";"Codigoro";23;59;43;102
"038005";"Codigoro";24;32;34;66
"038005";"Codigoro";25;45;44;89
"038005";"Codigoro";26;43;41;84
"038005";"Codigoro";27;41;45;86
"038005";"Codigoro";28;44;32;76
"038005";"Codigoro";29;49;38;87
"038005";"Codigoro";30;50;35;85
"038005";"Codigoro";31;45;40;85
"038005";"Codigoro";32;44;31;75
"038005";"Codigoro";33;50;41;91
"038005";"Codigoro";34;51;50;101
"038005";"Codigoro";35;55;48;103
"038005";"Codigoro";36;56;44;100
"038005";"Codigoro";37;55;57;112
"038005";"Codigoro";38;39;50;89
"038005";"Codigoro";39;62;48;110
"038005";"Codigoro";40;46;44;90
"038005";"Codigoro";41;65;48;113
"038005";"Codigoro";42;51;60;111
"038005";"Codigoro";43;51;52;103
"038005";"Codigoro";44;70;71;141
"038005";"Codigoro";45;79;59;138
"038005";"Codigoro";46;71;56;127
"038005";"Codigoro";47;67;91;158
"038005";"Codigoro";48;75;100;175
"038005";"Codigoro";49;81;84;165
"038005";"Codigoro";50;100;94;194
"038005";"Codigoro";51;87;85;172
"038005";"Codigoro";52;87;81;168
"038005";"Codigoro";53;84;84;168
"038005";"Codigoro";54;74;74;148
"038005";"Codigoro";55;81;95;176
"038005";"Codigoro";56;117;96;213
"038005";"Codigoro";57;79;97;176
"038005";"Codigoro";58;86;92;178
"038005";"Codigoro";59;96;86;182
"038005";"Codigoro";60;111;105;216
"038005";"Codigoro";61;95;111;206
"038005";"Codigoro";62;82;90;172
"038005";"Codigoro";63;85;105;190
"038005";"Codigoro";64;95;109;204
"038005";"Codigoro";65;84;117;201
"038005";"Codigoro";66;103;105;208
"038005";"Codigoro";67;88;97;185
"038005";"Codigoro";68;84;94;178
"038005";"Codigoro";69;83;84;167
"038005";"Codigoro";70;86;84;170
"038005";"Codigoro";71;85;78;163
"038005";"Codigoro";72;63;75;138
"038005";"Codigoro";73;69;81;150
"038005";"Codigoro";74;68;88;156
"038005";"Codigoro";75;72;82;154
"038005";"Codigoro";76;74;91;165
"038005";"Codigoro";77;61;99;160
"038005";"Codigoro";78;86;80;166
"038005";"Codigoro";79;66;78;144
"038005";"Codigoro";80;51;50;101
"038005";"Codigoro";81;50;86;136
"038005";"Codigoro";82;41;65;106
"038005";"Codigoro";83;45;81;126
"038005";"Codigoro";84;40;59;99
"038005";"Codigoro";85;37;79;116
"038005";"Codigoro";86;25;51;76
"038005";"Codigoro";87;47;62;109
"038005";"Codigoro";88;23;51;74
"038005";"Codigoro";89;27;41;68
"038005";"Codigoro";90;18;40;58
"038005";"Codigoro";91;24;34;58
"038005";"Codigoro";92;10;20;30
"038005";"Codigoro";93;9;14;23
"038005";"Codigoro";94;5;15;20
"038005";"Codigoro";95;3;15;18
"038005";"Codigoro";96;3;8;11
"038005";"Codigoro";97;5;6;11
"038005";"Codigoro";98;0;4;4
"038005";"Codigoro";99;0;2;2
"038005";"Codigoro";100;2;3;5
"038005";"Codigoro";999;5264;5668;10932
"038006";"Comacchio";0;39;45;84
"038006";"Comacchio";1;46;46;92
"038006";"Comacchio";2;33;46;79
"038006";"Comacchio";3;52;37;89
"038006";"Comacchio";4;58;63;121
"038006";"Comacchio";5;48;59;107
"038006";"Comacchio";6;46;50;96
"038006";"Comacchio";7;57;44;101
"038006";"Comacchio";8;67;52;119
"038006";"Comacchio";9;61;62;123
"038006";"Comacchio";10;92;56;148
"038006";"Comacchio";11;61;67;128
"038006";"Comacchio";12;80;71;151
"038006";"Comacchio";13;89;72;161
"038006";"Comacchio";14;82;73;155
"038006";"Comacchio";15;91;65;156
"038006";"Comacchio";16;93;95;188
"038006";"Comacchio";17;99;88;187
"038006";"Comacchio";18;103;76;179
"038006";"Comacchio";19;85;83;168
"038006";"Comacchio";20;84;82;166
"038006";"Comacchio";21;94;86;180
"038006";"Comacchio";22;108;96;204
"038006";"Comacchio";23;74;95;169
"038006";"Comacchio";24;92;76;168
"038006";"Comacchio";25;106;110;216
"038006";"Comacchio";26;108;94;202
"038006";"Comacchio";27;94;103;197
"038006";"Comacchio";28;90;81;171
"038006";"Comacchio";29;100;104;204
"038006";"Comacchio";30;93;88;181
"038006";"Comacchio";31;107;83;190
"038006";"Comacchio";32;84;94;178
"038006";"Comacchio";33;98;85;183
"038006";"Comacchio";34;111;98;209
"038006";"Comacchio";35;105;98;203
"038006";"Comacchio";36;100;84;184
"038006";"Comacchio";37;105;115;220
"038006";"Comacchio";38;111;118;229
"038006";"Comacchio";39;109;95;204
"038006";"Comacchio";40;105;109;214
"038006";"Comacchio";41;111;117;228
"038006";"Comacchio";42;123;133;256
"038006";"Comacchio";43;118;124;242
"038006";"Comacchio";44;148;135;283
"038006";"Comacchio";45;143;161;304
"038006";"Comacchio";46;142;143;285
"038006";"Comacchio";47;187;178;365
"038006";"Comacchio";48;154;172;326
"038006";"Comacchio";49;181;180;361
"038006";"Comacchio";50;204;194;398
"038006";"Comacchio";51;197;213;410
"038006";"Comacchio";52;212;187;399
"038006";"Comacchio";53;223;228;451
"038006";"Comacchio";54;204;199;403
"038006";"Comacchio";55;198;185;383
"038006";"Comacchio";56;202;190;392
"038006";"Comacchio";57;208;224;432
"038006";"Comacchio";58;198;208;406
"038006";"Comacchio";59;185;175;360
"038006";"Comacchio";60;199;192;391
"038006";"Comacchio";61;178;203;381
"038006";"Comacchio";62;201;201;402
"038006";"Comacchio";63;172;183;355
"038006";"Comacchio";64;160;170;330
"038006";"Comacchio";65;178;209;387
"038006";"Comacchio";66;194;195;389
"038006";"Comacchio";67;177;177;354
"038006";"Comacchio";68;177;160;337
"038006";"Comacchio";69;172;170;342
"038006";"Comacchio";70;148;183;331
"038006";"Comacchio";71;148;171;319
"038006";"Comacchio";72;128;170;298
"038006";"Comacchio";73;150;169;319
"038006";"Comacchio";74;155;165;320
"038006";"Comacchio";75;157;157;314
"038006";"Comacchio";76;136;170;306
"038006";"Comacchio";77;129;154;283
"038006";"Comacchio";78;137;142;279
"038006";"Comacchio";79;163;175;338
"038006";"Comacchio";80;76;86;162
"038006";"Comacchio";81;107;97;204
"038006";"Comacchio";82;86;100;186
"038006";"Comacchio";83;78;97;175
"038006";"Comacchio";84;80;97;177
"038006";"Comacchio";85;88;98;186
"038006";"Comacchio";86;68;71;139
"038006";"Comacchio";87;43;77;120
"038006";"Comacchio";88;44;67;111
"038006";"Comacchio";89;35;48;83
"038006";"Comacchio";90;23;55;78
"038006";"Comacchio";91;22;36;58
"038006";"Comacchio";92;12;33;45
"038006";"Comacchio";93;5;27;32
"038006";"Comacchio";94;8;21;29
"038006";"Comacchio";95;3;13;16
"038006";"Comacchio";96;5;8;13
"038006";"Comacchio";97;0;8;8
"038006";"Comacchio";98;2;6;8
"038006";"Comacchio";99;1;2;3
"038006";"Comacchio";100;1;6;7
"038006";"Comacchio";999;10844;11159;22003
"038007";"Copparo";0;28;31;59
"038007";"Copparo";1;33;25;58
"038007";"Copparo";2;43;25;68
"038007";"Copparo";3;46;38;84
"038007";"Copparo";4;42;39;81
"038007";"Copparo";5;34;23;57
"038007";"Copparo";6;44;54;98
"038007";"Copparo";7;35;47;82
"038007";"Copparo";8;52;48;100
"038007";"Copparo";9;34;41;75
"038007";"Copparo";10;42;55;97
"038007";"Copparo";11;50;50;100
"038007";"Copparo";12;52;46;98
"038007";"Copparo";13;55;47;102
"038007";"Copparo";14;62;50;112
"038007";"Copparo";15;53;56;109
"038007";"Copparo";16;58;68;126
"038007";"Copparo";17;65;59;124
"038007";"Copparo";18;64;66;130
"038007";"Copparo";19;76;62;138
"038007";"Copparo";20;73;52;125
"038007";"Copparo";21;72;75;147
"038007";"Copparo";22;64;55;119
"038007";"Copparo";23;69;67;136
"038007";"Copparo";24;68;53;121
"038007";"Copparo";25;69;51;120
"038007";"Copparo";26;71;59;130
"038007";"Copparo";27;75;44;119
"038007";"Copparo";28;66;65;131
"038007";"Copparo";29;72;62;134
"038007";"Copparo";30;58;56;114
"038007";"Copparo";31;78;62;140
"038007";"Copparo";32;70;60;130
"038007";"Copparo";33;64;66;130
"038007";"Copparo";34;74;62;136
"038007";"Copparo";35;63;72;135
"038007";"Copparo";36;59;63;122
"038007";"Copparo";37;65;59;124
"038007";"Copparo";38;56;52;108
"038007";"Copparo";39;71;69;140
"038007";"Copparo";40;77;77;154
"038007";"Copparo";41;70;84;154
"038007";"Copparo";42;74;65;139
"038007";"Copparo";43;72;85;157
"038007";"Copparo";44;64;90;154
"038007";"Copparo";45;83;77;160
"038007";"Copparo";46;81;98;179
"038007";"Copparo";47;107;101;208
"038007";"Copparo";48;126;113;239
"038007";"Copparo";49;123;118;241
"038007";"Copparo";50;128;119;247
"038007";"Copparo";51;138;129;267
"038007";"Copparo";52;143;142;285
"038007";"Copparo";53;142;161;303
"038007";"Copparo";54;152;148;300
"038007";"Copparo";55;127;128;255
"038007";"Copparo";56;150;155;305
"038007";"Copparo";57;134;133;267
"038007";"Copparo";58;139;120;259
"038007";"Copparo";59;115;151;266
"038007";"Copparo";60;154;145;299
"038007";"Copparo";61;130;131;261
"038007";"Copparo";62;121;150;271
"038007";"Copparo";63;143;138;281
"038007";"Copparo";64;118;139;257
"038007";"Copparo";65;113;115;228
"038007";"Copparo";66;106;141;247
"038007";"Copparo";67;115;139;254
"038007";"Copparo";68;111;128;239
"038007";"Copparo";69;109;119;228
"038007";"Copparo";70;104;132;236
"038007";"Copparo";71;115;114;229
"038007";"Copparo";72;108;130;238
"038007";"Copparo";73;84;105;189
"038007";"Copparo";74;91;121;212
"038007";"Copparo";75;95;124;219
"038007";"Copparo";76;115;109;224
"038007";"Copparo";77;121;134;255
"038007";"Copparo";78;106;133;239
"038007";"Copparo";79;106;128;234
"038007";"Copparo";80;65;87;152
"038007";"Copparo";81;78;98;176
"038007";"Copparo";82;60;83;143
"038007";"Copparo";83;61;92;153
"038007";"Copparo";84;48;95;143
"038007";"Copparo";85;68;97;165
"038007";"Copparo";86;49;99;148
"038007";"Copparo";87;53;74;127
"038007";"Copparo";88;53;65;118
"038007";"Copparo";89;30;53;83
"038007";"Copparo";90;36;70;106
"038007";"Copparo";91;20;52;72
"038007";"Copparo";92;26;42;68
"038007";"Copparo";93;7;38;45
"038007";"Copparo";94;12;26;38
"038007";"Copparo";95;7;21;28
"038007";"Copparo";96;5;15;20
"038007";"Copparo";97;2;6;8
"038007";"Copparo";98;4;4;8
"038007";"Copparo";99;1;4;5
"038007";"Copparo";100;3;10;13
"038007";"Copparo";999;7523;8134;15657
"038008";"Ferrara";0;333;312;645
"038008";"Ferrara";1;365;325;690
"038008";"Ferrara";2;366;340;706
"038008";"Ferrara";3;370;391;761
"038008";"Ferrara";4;407;332;739
"038008";"Ferrara";5;363;374;737
"038008";"Ferrara";6;384;380;764
"038008";"Ferrara";7;427;412;839
"038008";"Ferrara";8;434;393;827
"038008";"Ferrara";9;439;455;894
"038008";"Ferrara";10;410;418;828
"038008";"Ferrara";11;482;437;919
"038008";"Ferrara";12;475;464;939
"038008";"Ferrara";13;487;465;952
"038008";"Ferrara";14;503;488;991
"038008";"Ferrara";15;522;537;1059
"038008";"Ferrara";16;581;522;1103
"038008";"Ferrara";17;567;509;1076
"038008";"Ferrara";18;565;508;1073
"038008";"Ferrara";19;634;525;1159
"038008";"Ferrara";20;597;490;1087
"038008";"Ferrara";21;601;531;1132
"038008";"Ferrara";22;613;535;1148
"038008";"Ferrara";23;599;592;1191
"038008";"Ferrara";24;652;573;1225
"038008";"Ferrara";25;651;599;1250
"038008";"Ferrara";26;689;562;1251
"038008";"Ferrara";27;746;606;1352
"038008";"Ferrara";28;714;624;1338
"038008";"Ferrara";29;685;611;1296
"038008";"Ferrara";30;699;649;1348
"038008";"Ferrara";31;691;659;1350
"038008";"Ferrara";32;722;652;1374
"038008";"Ferrara";33;731;675;1406
"038008";"Ferrara";34;730;670;1400
"038008";"Ferrara";35;682;659;1341
"038008";"Ferrara";36;717;632;1349
"038008";"Ferrara";37;690;678;1368
"038008";"Ferrara";38;703;662;1365
"038008";"Ferrara";39;701;680;1381
"038008";"Ferrara";40;756;656;1412
"038008";"Ferrara";41;662;695;1357
"038008";"Ferrara";42;687;697;1384
"038008";"Ferrara";43;653;725;1378
"038008";"Ferrara";44;643;717;1360
"038008";"Ferrara";45;712;736;1448
"038008";"Ferrara";46;756;787;1543
"038008";"Ferrara";47;816;816;1632
"038008";"Ferrara";48;856;911;1767
"038008";"Ferrara";49;946;980;1926
"038008";"Ferrara";50;932;997;1929
"038008";"Ferrara";51;1063;1130;2193
"038008";"Ferrara";52;1037;1082;2119
"038008";"Ferrara";53;1054;1127;2181
"038008";"Ferrara";54;1025;1067;2092
"038008";"Ferrara";55;1016;1171;2187
"038008";"Ferrara";56;1070;1160;2230
"038008";"Ferrara";57;1040;1175;2215
"038008";"Ferrara";58;1043;1117;2160
"038008";"Ferrara";59;1070;1145;2215
"038008";"Ferrara";60;1012;1122;2134
"038008";"Ferrara";61;1073;1190;2263
"038008";"Ferrara";62;1020;1166;2186
"038008";"Ferrara";63;966;1103;2069
"038008";"Ferrara";64;939;1142;2081
"038008";"Ferrara";65;948;1083;2031
"038008";"Ferrara";66;943;1021;1964
"038008";"Ferrara";67;870;961;1831
"038008";"Ferrara";68;875;976;1851
"038008";"Ferrara";69;763;954;1717
"038008";"Ferrara";70;768;871;1639
"038008";"Ferrara";71;726;875;1601
"038008";"Ferrara";72;748;834;1582
"038008";"Ferrara";73;715;900;1615
"038008";"Ferrara";74;658;801;1459
"038008";"Ferrara";75;713;884;1597
"038008";"Ferrara";76;655;895;1550
"038008";"Ferrara";77;729;922;1651
"038008";"Ferrara";78;757;951;1708
"038008";"Ferrara";79;699;948;1647
"038008";"Ferrara";80;474;555;1029
"038008";"Ferrara";81;508;688;1196
"038008";"Ferrara";82;489;700;1189
"038008";"Ferrara";83;408;637;1045
"038008";"Ferrara";84;423;602;1025
"038008";"Ferrara";85;397;673;1070
"038008";"Ferrara";86;393;591;984
"038008";"Ferrara";87;337;585;922
"038008";"Ferrara";88;266;500;766
"038008";"Ferrara";89;244;411;655
"038008";"Ferrara";90;199;383;582
"038008";"Ferrara";91;140;332;472
"038008";"Ferrara";92;125;281;406
"038008";"Ferrara";93;90;193;283
"038008";"Ferrara";94;74;182;256
"038008";"Ferrara";95;69;155;224
"038008";"Ferrara";96;34;85;119
"038008";"Ferrara";97;26;67;93
"038008";"Ferrara";98;12;49;61
"038008";"Ferrara";99;6;29;35
"038008";"Ferrara";100;13;66;79
"038008";"Ferrara";999;61868;67180;129048
"038027";"Fiscaglia";0;21;17;38
"038027";"Fiscaglia";1;23;16;39
"038027";"Fiscaglia";2;20;26;46
"038027";"Fiscaglia";3;24;25;49
"038027";"Fiscaglia";4;27;19;46
"038027";"Fiscaglia";5;25;20;45
"038027";"Fiscaglia";6;21;27;48
"038027";"Fiscaglia";7;28;19;47
"038027";"Fiscaglia";8;29;25;54
"038027";"Fiscaglia";9;33;29;62
"038027";"Fiscaglia";10;28;21;49
"038027";"Fiscaglia";11;28;19;47
"038027";"Fiscaglia";12;27;37;64
"038027";"Fiscaglia";13;33;26;59
"038027";"Fiscaglia";14;28;32;60
"038027";"Fiscaglia";15;33;24;57
"038027";"Fiscaglia";16;37;36;73
"038027";"Fiscaglia";17;28;31;59
"038027";"Fiscaglia";18;32;25;57
"038027";"Fiscaglia";19;42;26;68
"038027";"Fiscaglia";20;43;31;74
"038027";"Fiscaglia";21;36;33;69
"038027";"Fiscaglia";22;43;48;91
"038027";"Fiscaglia";23;37;34;71
"038027";"Fiscaglia";24;49;27;76
"038027";"Fiscaglia";25;36;35;71
"038027";"Fiscaglia";26;46;35;81
"038027";"Fiscaglia";27;30;33;63
"038027";"Fiscaglia";28;47;27;74
"038027";"Fiscaglia";29;44;35;79
"038027";"Fiscaglia";30;31;39;70
"038027";"Fiscaglia";31;48;42;90
