"Codice comune";"Comune";"Età";"Totale maschi";"Totale femmine";"Totale"
"038028";"Terre del Reno";93;8;17;25
"038028";"Terre del Reno";94;5;11;16
"038028";"Terre del Reno";95;5;11;16
"038028";"Terre del Reno";96;2;7;9
"038028";"Terre del Reno";97;2;3;5
"038028";"Terre del Reno";98;0;3;3
"038028";"Terre del Reno";99;1;2;3
"038028";"Terre del Reno";100;0;6;6
"038028";"Terre del Reno";999;5176;5281;10457
"038030";"Tresignana";0;16;16;32
"038030";"Tresignana";1;16;12;28
"038030";"Tresignana";2;17;17;34
"038030";"Tresignana";3;17;18;35
"038030";"Tresignana";4;22;18;40
"038030";"Tresignana";5;19;21;40
"038030";"Tresignana";6;14;26;40
"038030";"Tresignana";7;17;24;41
"038030";"Tresignana";8;28;17;45
"038030";"Tresignana";9;24;16;40
"038030";"Tresignana";10;33;24;57
"038030";"Tresignana";11;23;32;55
"038030";"Tresignana";12;31;26;57
"038030";"Tresignana";13;26;18;44
"038030";"Tresignana";14;38;37;75
"038030";"Tresignana";15;30;35;65
"038030";"Tresignana";16;26;23;49
"038030";"Tresignana";17;35;31;66
"038030";"Tresignana";18;24;20;44
"038030";"Tresignana";19;25;26;51
"038030";"Tresignana";20;33;23;56
"038030";"Tresignana";21;32;21;53
"038030";"Tresignana";22;21;23;44
"038030";"Tresignana";23;36;19;55
"038030";"Tresignana";24;35;28;63
"038030";"Tresignana";25;44;28;72
"038030";"Tresignana";26;43;30;73
"038030";"Tresignana";27;42;23;65
"038030";"Tresignana";28;38;25;63
"038030";"Tresignana";29;42;24;66
"038030";"Tresignana";30;35;28;63
"038030";"Tresignana";31;35;24;59
"038030";"Tresignana";32;32;32;64
"038030";"Tresignana";33;26;30;56
"038030";"Tresignana";34;30;29;59
"038030";"Tresignana";35;32;27;59
"038030";"Tresignana";36;27;35;62
"038030";"Tresignana";37;27;37;64
"038030";"Tresignana";38;28;31;59
"038030";"Tresignana";39;37;33;70
"038030";"Tresignana";40;29;31;60
"038030";"Tresignana";41;25;27;52
"038030";"Tresignana";42;35;38;73
"038030";"Tresignana";43;39;39;78
"038030";"Tresignana";44;35;38;73
"038030";"Tresignana";45;33;51;84
"038030";"Tresignana";46;36;36;72
"038030";"Tresignana";47;40;52;92
"038030";"Tresignana";48;46;41;87
"038030";"Tresignana";49;58;50;108
"038030";"Tresignana";50;47;62;109
"038030";"Tresignana";51;57;64;121
"038030";"Tresignana";52;50;66;116
"038030";"Tresignana";53;69;54;123
"038030";"Tresignana";54;55;71;126
"038030";"Tresignana";55;60;51;111
"038030";"Tresignana";56;54;73;127
"038030";"Tresignana";57;64;65;129
"038030";"Tresignana";58;50;67;117
"038030";"Tresignana";59;60;53;113
"038030";"Tresignana";60;59;71;130
"038030";"Tresignana";61;55;63;118
"038030";"Tresignana";62;69;71;140
"038030";"Tresignana";63;53;53;106
"038030";"Tresignana";64;48;59;107
"038030";"Tresignana";65;56;46;102
"038030";"Tresignana";66;40;68;108
"038030";"Tresignana";67;55;53;108
"038030";"Tresignana";68;57;71;128
"038030";"Tresignana";69;46;50;96
"038030";"Tresignana";70;54;52;106
"038030";"Tresignana";71;28;57;85
"038030";"Tresignana";72;50;34;84
"038030";"Tresignana";73;59;62;121
"038030";"Tresignana";74;50;33;83
"038030";"Tresignana";75;46;56;102
"038030";"Tresignana";76;39;46;85
"038030";"Tresignana";77;43;50;93
"038030";"Tresignana";78;54;38;92
"038030";"Tresignana";79;39;51;90
"038030";"Tresignana";80;25;32;57
"038030";"Tresignana";81;33;41;74
"038030";"Tresignana";82;23;37;60
"038030";"Tresignana";83;22;37;59
"038030";"Tresignana";84;24;40;64
"038030";"Tresignana";85;25;40;65
"038030";"Tresignana";86;17;36;53
"038030";"Tresignana";87;19;36;55
"038030";"Tresignana";88;17;30;47
"038030";"Tresignana";89;13;31;44
"038030";"Tresignana";90;11;29;40
"038030";"Tresignana";91;11;22;33
"038030";"Tresignana";92;7;15;22
"038030";"Tresignana";93;4;11;15
"038030";"Tresignana";94;6;9;15
"038030";"Tresignana";95;4;9;13
"038030";"Tresignana";96;6;3;9
"038030";"Tresignana";97;2;1;3
"038030";"Tresignana";98;1;6;7
"038030";"Tresignana";99;0;2;2
"038030";"Tresignana";100;0;1;1
"038030";"Tresignana";999;3368;3588;6956
"038022";"Vigarano Mainarda";0;22;18;40
"038022";"Vigarano Mainarda";1;22;16;38
"038022";"Vigarano Mainarda";2;22;21;43
"038022";"Vigarano Mainarda";3;34;19;53
"038022";"Vigarano Mainarda";4;27;27;54
"038022";"Vigarano Mainarda";5;31;20;51
"038022";"Vigarano Mainarda";6;27;29;56
"038022";"Vigarano Mainarda";7;28;28;56
"038022";"Vigarano Mainarda";8;38;29;67
"038022";"Vigarano Mainarda";9;28;32;60
"038022";"Vigarano Mainarda";10;31;39;70
"038022";"Vigarano Mainarda";11;32;32;64
"038022";"Vigarano Mainarda";12;34;33;67
"038022";"Vigarano Mainarda";13;37;37;74
"038022";"Vigarano Mainarda";14;38;37;75
"038022";"Vigarano Mainarda";15;52;32;84
"038022";"Vigarano Mainarda";16;40;42;82
"038022";"Vigarano Mainarda";17;44;30;74
"038022";"Vigarano Mainarda";18;36;30;66
"038022";"Vigarano Mainarda";19;39;30;69
"038022";"Vigarano Mainarda";20;39;36;75
"038022";"Vigarano Mainarda";21;27;32;59
"038022";"Vigarano Mainarda";22;37;31;68
"038022";"Vigarano Mainarda";23;39;24;63
"038022";"Vigarano Mainarda";24;27;27;54
"038022";"Vigarano Mainarda";25;34;35;69
"038022";"Vigarano Mainarda";26;38;28;66
"038022";"Vigarano Mainarda";27;29;29;58
"038022";"Vigarano Mainarda";28;37;25;62
"038022";"Vigarano Mainarda";29;36;32;68
"038022";"Vigarano Mainarda";30;31;28;59
"038022";"Vigarano Mainarda";31;28;34;62
"038022";"Vigarano Mainarda";32;43;29;72
"038022";"Vigarano Mainarda";33;43;44;87
"038022";"Vigarano Mainarda";34;43;32;75
"038022";"Vigarano Mainarda";35;45;43;88
"038022";"Vigarano Mainarda";36;44;31;75
"038022";"Vigarano Mainarda";37;34;44;78
"038022";"Vigarano Mainarda";38;38;29;67
"038022";"Vigarano Mainarda";39;37;36;73
"038022";"Vigarano Mainarda";40;54;40;94
"038022";"Vigarano Mainarda";41;35;52;87
"038022";"Vigarano Mainarda";42;35;48;83
"038022";"Vigarano Mainarda";43;46;50;96
"038022";"Vigarano Mainarda";44;59;46;105
"038022";"Vigarano Mainarda";45;33;60;93
"038022";"Vigarano Mainarda";46;47;66;113
"038022";"Vigarano Mainarda";47;56;51;107
"038022";"Vigarano Mainarda";48;57;71;128
"038022";"Vigarano Mainarda";49;71;61;132
"038022";"Vigarano Mainarda";50;66;66;132
"038022";"Vigarano Mainarda";51;78;58;136
"038022";"Vigarano Mainarda";52;61;63;124
"038022";"Vigarano Mainarda";53;71;70;141
"038022";"Vigarano Mainarda";54;58;72;130
"038022";"Vigarano Mainarda";55;64;64;128
"038022";"Vigarano Mainarda";56;58;63;121
"038022";"Vigarano Mainarda";57;76;67;143
"038022";"Vigarano Mainarda";58;76;61;137
"038022";"Vigarano Mainarda";59;76;71;147
"038022";"Vigarano Mainarda";60;73;70;143
"038022";"Vigarano Mainarda";61;55;59;114
"038022";"Vigarano Mainarda";62;59;63;122
"038022";"Vigarano Mainarda";63;60;66;126
"038022";"Vigarano Mainarda";64;51;63;114
"038022";"Vigarano Mainarda";65;50;61;111
"038022";"Vigarano Mainarda";66;46;45;91
"038022";"Vigarano Mainarda";67;50;45;95
"038022";"Vigarano Mainarda";68;46;51;97
"038022";"Vigarano Mainarda";69;53;60;113
"038022";"Vigarano Mainarda";70;52;45;97
"038022";"Vigarano Mainarda";71;43;53;96
"038022";"Vigarano Mainarda";72;32;52;84
"038022";"Vigarano Mainarda";73;48;54;102
"038022";"Vigarano Mainarda";74;38;43;81
"038022";"Vigarano Mainarda";75;34;41;75
"038022";"Vigarano Mainarda";76;41;41;82
"038022";"Vigarano Mainarda";77;34;48;82
"038022";"Vigarano Mainarda";78;41;49;90
"038022";"Vigarano Mainarda";79;40;37;77
"038022";"Vigarano Mainarda";80;17;32;49
"038022";"Vigarano Mainarda";81;31;35;66
"038022";"Vigarano Mainarda";82;29;33;62
"038022";"Vigarano Mainarda";83;24;30;54
"038022";"Vigarano Mainarda";84;28;31;59
"038022";"Vigarano Mainarda";85;23;39;62
"038022";"Vigarano Mainarda";86;21;27;48
"038022";"Vigarano Mainarda";87;10;25;35
"038022";"Vigarano Mainarda";88;16;31;47
"038022";"Vigarano Mainarda";89;9;19;28
"038022";"Vigarano Mainarda";90;8;14;22
"038022";"Vigarano Mainarda";91;9;13;22
"038022";"Vigarano Mainarda";92;13;13;26
"038022";"Vigarano Mainarda";93;2;13;15
"038022";"Vigarano Mainarda";94;10;11;21
"038022";"Vigarano Mainarda";95;2;4;6
"038022";"Vigarano Mainarda";96;2;6;8
"038022";"Vigarano Mainarda";97;0;4;4
"038022";"Vigarano Mainarda";98;1;3;4
"038022";"Vigarano Mainarda";99;1;2;3
"038022";"Vigarano Mainarda";100;1;5;6
"038022";"Vigarano Mainarda";999;3771;3866;7637
"038023";"Voghiera";0;2;6;8
"038023";"Voghiera";1;10;8;18
"038023";"Voghiera";2;7;10;17
"038023";"Voghiera";3;7;7;14
"038023";"Voghiera";4;9;4;13
"038023";"Voghiera";5;8;6;14
"038023";"Voghiera";6;7;10;17
"038023";"Voghiera";7;11;10;21
"038023";"Voghiera";8;10;17;27
"038023";"Voghiera";9;6;9;15
"038023";"Voghiera";10;14;14;28
"038023";"Voghiera";11;11;14;25
"038023";"Voghiera";12;13;12;25
"038023";"Voghiera";13;16;13;29
"038023";"Voghiera";14;12;13;25
"038023";"Voghiera";15;20;11;31
"038023";"Voghiera";16;19;18;37
"038023";"Voghiera";17;15;12;27
"038023";"Voghiera";18;20;9;29
"038023";"Voghiera";19;15;12;27
"038023";"Voghiera";20;23;14;37
"038023";"Voghiera";21;14;8;22
"038023";"Voghiera";22;17;15;32
"038023";"Voghiera";23;26;13;39
"038023";"Voghiera";24;11;12;23
"038023";"Voghiera";25;15;13;28
"038023";"Voghiera";26;15;16;31
"038023";"Voghiera";27;20;11;31
"038023";"Voghiera";28;22;16;38
"038023";"Voghiera";29;13;13;26
"038023";"Voghiera";30;13;20;33
"038023";"Voghiera";31;9;13;22
"038023";"Voghiera";32;16;11;27
"038023";"Voghiera";33;18;12;30
"038023";"Voghiera";34;11;18;29
"038023";"Voghiera";35;13;20;33
"038023";"Voghiera";36;16;14;30
"038023";"Voghiera";37;19;18;37
"038023";"Voghiera";38;17;13;30
"038023";"Voghiera";39;9;18;27
"038023";"Voghiera";40;20;13;33
"038023";"Voghiera";41;15;12;27
"038023";"Voghiera";42;13;17;30
"038023";"Voghiera";43;16;17;33
"038023";"Voghiera";44;18;18;36
"038023";"Voghiera";45;16;19;35
"038023";"Voghiera";46;14;27;41
"038023";"Voghiera";47;17;21;38
"038023";"Voghiera";48;26;20;46
"038023";"Voghiera";49;38;22;60
"038023";"Voghiera";50;28;27;55
"038023";"Voghiera";51;22;37;59
"038023";"Voghiera";52;25;25;50
"038023";"Voghiera";53;32;38;70
"038023";"Voghiera";54;33;37;70
"038023";"Voghiera";55;30;47;77
"038023";"Voghiera";56;33;41;74
"038023";"Voghiera";57;27;31;58
"038023";"Voghiera";58;43;37;80
"038023";"Voghiera";59;42;29;71
"038023";"Voghiera";60;37;42;79
"038023";"Voghiera";61;42;33;75
"038023";"Voghiera";62;28;36;64
"038023";"Voghiera";63;28;34;62
"038023";"Voghiera";64;35;26;61
"038023";"Voghiera";65;24;24;48
"038023";"Voghiera";66;28;26;54
"038023";"Voghiera";67;20;31;51
"038023";"Voghiera";68;27;26;53
"038023";"Voghiera";69;33;27;60
"038023";"Voghiera";70;18;34;52
"038023";"Voghiera";71;24;21;45
"038023";"Voghiera";72;22;21;43
"038023";"Voghiera";73;25;25;50
"038023";"Voghiera";74;20;18;38
"038023";"Voghiera";75;29;18;47
"038023";"Voghiera";76;22;33;55
"038023";"Voghiera";77;27;21;48
"038023";"Voghiera";78;17;22;39
"038023";"Voghiera";79;28;23;51
"038023";"Voghiera";80;12;18;30
"038023";"Voghiera";81;11;28;39
"038023";"Voghiera";82;15;19;34
"038023";"Voghiera";83;22;17;39
"038023";"Voghiera";84;12;28;40
"038023";"Voghiera";85;10;23;33
"038023";"Voghiera";86;11;23;34
"038023";"Voghiera";87;17;25;42
"038023";"Voghiera";88;9;14;23
"038023";"Voghiera";89;11;9;20
"038023";"Voghiera";90;10;11;21
"038023";"Voghiera";91;12;10;22
"038023";"Voghiera";92;3;15;18
"038023";"Voghiera";93;1;6;7
"038023";"Voghiera";94;2;5;7
"038023";"Voghiera";95;1;1;2
"038023";"Voghiera";96;1;2;3
"038023";"Voghiera";97;1;3;4
"038023";"Voghiera";98;1;1;2
"038023";"Voghiera";99;0;2;2
"038023";"Voghiera";100;0;2;2
"038023";"Voghiera";999;1753;1841;3594
"Nota: lo stato civile è in corso di validazione."
